insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2838339879',-54.973129,-70.271559,150,'Volcán Fueguino o Cook',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3664510460',28.042207,-16.625889,0,'Montaña los Erales',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1286989134',28.077798,-16.644412,0,'Montaña Las Tabaibas',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4294799287',28.067017,-16.575201,0,'Montaña Casablanca',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1739016459',28.091223,-16.584177,646,'Montaña Gorda',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4294842098',28.080190,-16.574758,377,'Montaña de las Tabaibas',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2324208753',28.095441,-16.610330,0,'Montaña de Garañaña',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('653266168',28.107630,-16.594470,0,'Monaña Chiñama',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4294869671',28.117049,-16.575229,654,'Montaña Acojeja',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('936343115',28.064439,-16.519945,0,'Montaña Pelada',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2323266161',28.088300,-16.564168,0,'Montaña Yaco',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1964085307',28.080256,-16.534614,0,'Montaña de los Riscos',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1964085306',28.091472,-16.528988,0,'Montaña de Ifara',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2072993029',28.130714,-16.671520,1213,'Montaña de Funes',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2072993030',28.136787,-16.670687,1255,'Montaña de la Medida',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2072993036',28.138087,-16.641391,1305,'Montaña del Pozo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2072993033',28.144616,-16.668378,1406,'Montaña de los Listones',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2072993028',28.147332,-16.656198,1368,'Montaña de Doña Cándida',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2072993035',28.148910,-16.638898,1377,'Montaña del Coto',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1698731166',28.130193,-16.590152,909,'Montaña Cruz de Tea',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1792962826',28.126313,-16.581689,802,'Montaña del Lugar',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2000367569',28.273481,-16.746425,0,'Montaña Cascajo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('651538794',28.254783,-16.676790,0,'Narices del Teide',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('647896455',28.294735,-16.756717,1551,'Chinyero',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('296402595',28.316149,-16.764459,1408,'Montaña Negra',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('425703197',28.264242,-16.665137,3134,'Pico Viejo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('32969695',28.272740,-16.642346,3718,'Teide',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1298215359',28.310249,-16.557887,2152,'Montaña de Guamaso',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('592653126',28.282511,-16.513931,2226,'Volcanes de Fasnia',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('557226491',28.313582,-16.377327,276,'Montaña Grande',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1578776749',28.391383,-16.562005,370,'Montaña los Frailes',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1721092685',28.399858,-16.546639,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('662302305',28.372191,-16.430533,0,'Media Montaña',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1672845713',28.439890,-16.451086,0,'Montaña de San Antonio',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1672845789',28.440344,-16.449242,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1672846046',28.443235,-16.447040,0,'Montaña de la Atalaya',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1672846191',28.445294,-16.443445,0,'Montaña de las Calderetas',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2216003860',28.435911,-16.359372,0,'Montaña del Huerto',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1712047770',28.461823,-16.380573,995,'Montaña Fagundo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1712047801',28.489175,-16.391344,672,'Montaña la Retama',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1712047782',28.495997,-16.387913,635,'Montaña de la Caldera',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1712047780',28.499566,-16.394806,590,'Montaña de la Atalaya',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1350211096',28.417383,-16.334404,461,'Montaña Jagua',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1370579125',28.419921,-16.356953,0,'Montaña Toriño',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('649801235',28.439427,-16.354942,0,'Birmagen',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('649756104',28.433192,-16.337139,0,'Talavera',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1349744497',28.442000,-16.293109,0,'Montaña de Taco',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('645590680',28.480311,-16.284496,442,'Montaña Guerra',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1723869200',28.510016,-16.347229,520,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1402497407',28.151629,-15.640735,433,'Montaña de Gáldar',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1636835974',28.299069,-13.989846,210,'Arrabales',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1636835987',28.360177,-14.018471,463,'Gairia',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1636835986',28.332088,-13.994164,300,'Caldera de la Laguna',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3180931859',28.569047,-13.985122,0,'Montaña Quemada',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2515690070',28.633790,-13.929014,422,'Montaña de la Arena',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1989377443',28.730132,-13.914083,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1989377492',28.735681,-13.903861,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3180628362',28.715064,-13.892240,272,'Bayuyo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('301097338',28.869611,-13.855969,194,'Montaña Roja',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('299940112',28.886390,-13.781783,561,'Hacha Grande',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633652493',28.914883,-13.792568,362,'Caldera de Masian',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('299940114',28.918914,-13.782896,608,'Atalaya de Fémes',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('299940107',28.924686,-13.744079,415,'Pico Nago',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633641466',28.933213,-13.757034,391,'Caldera Gritana',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633640809',28.936819,-13.748451,454,'Caldera Riscada',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633650996',28.916535,-13.735233,232,'Montana Bermeja',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633649851',28.946733,-13.727337,387,'Montana Mojon',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('301111070',28.949334,-13.716246,503,'Tinasoria',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3933516340',28.962261,-13.823949,65,'Montaña Bermeja',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('299770475',28.965145,-13.804557,226,'Montaña de la Vieja Gabriela',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633654107',28.995565,-13.772106,373,'Montana Rajada',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('299954008',29.000020,-13.744582,510,'Fuego',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('301111068',28.970732,-13.724366,313,'Montaña Chupaderos',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('301111069',28.979596,-13.710360,468,'Montaña Diama',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633643423',28.962505,-13.704849,603,'Montana de Guardilama',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633644025',28.964157,-13.699356,563,'Caldera de Gaida',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633639771',28.997494,-13.730083,251,'Caldera del Corazoncillo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633640200',29.003030,-13.716390,507,'Montana del Senalo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1071070633',28.991208,-13.694165,385,'Montaña de las Lapas o del Cuervo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633639804',29.004100,-13.706394,408,'Caldera de la Rilla',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3287702561',29.005783,-13.688835,0,'Montaña de Santa Catalina',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633644645',28.966860,-13.683735,458,'Cerro Tegoyo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633645666',28.972417,-13.661762,436,'La Montaneta',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633646283',28.975721,-13.656097,503,'Montana Tersa',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('299960858',28.994996,-13.679550,518,'Montaña Negra',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1071070635',29.005279,-13.678930,459,'Caldera Colorada',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('299960860',29.005036,-13.652950,386,'Montaña Juan Bello',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633640394',29.019983,-13.720928,377,'Montana Tingafa',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1671318571',29.020822,-13.721449,507,'Montana del Senalo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633639931',29.013295,-13.695232,456,'Montana Rodeos',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1614148556',29.040215,-13.729517,458,'Caldera Blanca',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633637031',29.039866,-13.717601,324,'Montana Caldereta',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3287702576',29.041387,-13.717133,0,'Montaña Caldereta',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2614718978',29.041726,-13.685284,0,'Las Montañetas',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1070734575',29.047265,-13.686429,332,'Montana de Los Dolores',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633638991',29.051381,-13.672748,452,'Montana Tinache',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('299959624',29.036465,-13.634547,550,'Montaña Tamia',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1070734570',29.060346,-13.642896,339,'Montana Timbaiba',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('299954023',29.065579,-13.707827,368,'Tenezare',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('299961853',29.002031,-13.594620,444,'Montaña de la Mina',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('299961854',29.001823,-13.576114,329,'Montaña de Zonzamas',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2592715583',29.005365,-13.561564,0,'Montaña de Maneje',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('301109609',29.011362,-13.536347,321,'Tahíche',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1662699337',29.055777,-13.548652,446,'Montaña de Guanapay',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('301107708',29.060221,-13.483942,323,'La Caldera o Tinamala',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('299958251',29.107851,-13.614720,293,'Caldera Trasera',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633636224',29.112588,-13.607860,197,'Montana Juan del Hierro',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3050124579',29.066120,-13.501392,358,'Montaña de Guenia',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1662657550',29.074193,-13.473872,99,'Las Calderetas',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('300055643',29.222722,-13.538476,175,'Montaña Amarilla',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('301108110',29.170866,-13.498994,581,'Los Helechos',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('301108111',29.184713,-13.483782,609,'Monte Corona',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('633635088',29.198483,-13.466465,213,'La Quamada de Orzola',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('300055644',29.242426,-13.518379,189,'Montaña del Mojón',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('300055645',29.252374,-13.503409,267,'Agujas Grandes',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('300055646',29.256943,-13.500381,257,'Agujas Chicas',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('300055647',29.276811,-13.510805,157,'Montaña Bermeja',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1615483406',29.389625,-13.522911,293,'Alegranza',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('300068812',29.392678,-13.504277,256,'Montaña Lobos',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1407196252',37.760768,-25.657007,146,'Pico do Funcho',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669805',37.797751,-25.699716,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669724',37.799708,-25.694360,361,'Pico da Pintona',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669811',37.809552,-25.692552,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669831',37.813952,-25.700870,380,'Pico do Cedro',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669810',37.807559,-25.668868,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669720',37.800792,-25.651211,375,'Pico Grande',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669808',37.802073,-25.656638,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669806',37.797952,-25.650153,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669809',37.806640,-25.656779,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669777',37.785967,-25.561042,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669807',37.801096,-25.561960,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669804',37.797670,-25.556356,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669803',37.797035,-25.545665,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669748',37.773193,-25.531175,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669802',37.797024,-25.503840,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1838669772',37.782108,-25.435464,0,'Monte Escuro',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2281238556',63.300252,-20.602448,0,'Surtsey',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4331496981',64.844400,-23.973400,110,'Sauðhóll',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('477367247',64.857602,-23.994506,0,'Vatnsborg',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('412452494',64.851727,-23.926533,0,'Saxhóll',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1950012960',64.858743,-23.921769,125,'Saxhólar',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('126053330',64.806987,-23.791906,0,'Snæfellsjökull',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3697079335',64.864590,-23.882768,0,'Rauðhóll',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3697079405',64.854109,-23.842215,0,'Sjónarhóll',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2281252654',63.773502,-22.809021,0,'Reykjanes/Svartsengi volcanic system',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1804032178',63.845508,-22.681705,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1201542820',63.860759,-22.575473,0,'Sandfellshæð',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4363604850',63.849483,-22.553650,88,'Rauðhóll',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4363604853',63.871550,-22.563540,135,'Sandfell',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4363605002',63.864210,-22.441140,243,'Þorbjörn',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4363604836',63.879967,-22.539067,91,'Lágafell',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4363605007',63.893820,-22.522100,161,'Þórðarfell',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4363604884',63.901510,-22.540600,146,'Súlur',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('635757657',63.950570,-22.088007,0,'Eldborg',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4333948273',64.958665,-22.963354,0,'Kothraunskúla',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4333948255',64.957667,-22.898233,211,'Graákúla',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4333948793',64.952224,-22.867824,0,'Rauðakúla',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2284290130',64.796362,-22.321483,0,'Eldborg',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4333999713',64.877233,-22.343233,222,'Ytri-Rauðamelskúlur',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4333999712',64.872533,-22.293533,154,'Syðri-Rauðamelskúlur',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4333999711',64.850815,-22.228045,0,'Rauðháls',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4075799542',64.872678,-22.225434,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1900845723',63.998444,-21.698927,540,'Þríhnúkagígur',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('285920194',64.083850,-21.316160,805,'Hengill',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2281286271',64.073551,-21.199197,0,'Hrómundartindur',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2281221676',64.027506,-21.169890,0,'Grensdalur',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('445065623',63.429340,-20.259564,227,'Helgafell',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('445065622',63.432322,-20.247283,200,'Eldfell',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2281230571',64.036837,-20.889053,0,'Grímsnes',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('452072937',64.771404,-21.538848,173,'Grábrók',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('280774161',64.409242,-20.751818,1009,'Skjaldbreiður',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4377818562',64.586480,-20.666940,1226,'Prestahnúkur',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('702478675',63.620567,-19.628706,0,'Eyjafjallajökull',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('700976948',63.630000,-19.620000,0,'Eldgos í Eyjafjallajölki',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2990896703',63.636349,-19.446237,0,'Magni',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2990896704',63.637654,-19.444563,0,'Móði',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1799416472',63.992701,-19.665817,1491,'Hekla',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4212125629',64.037680,-19.567790,597,'Rauðaskál',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('697312035',63.629993,-19.049975,0,'Katla',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2281296666',64.755978,-19.997535,1360,'Hveravellir',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2281309674',64.740821,-18.903831,0,'Hofsjökull',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1832647074',64.007093,-18.385176,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1832647075',64.017616,-18.355903,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1832647076',64.023843,-18.341209,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1832647077',64.040050,-18.305988,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('457047452',64.070189,-18.236308,818,'Laki',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3700458873',64.087563,-17.172802,0,'Skerhóll',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2285345761',64.463403,-17.740699,0,'Hamarinn',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1298324132',64.408139,-17.337792,1725,'Grímsvötn',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1800762754',64.641048,-17.527739,2009,'Bárðarbunga',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3062325628',64.851744,-16.829891,0,'Holuhraun',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('270956581',65.605061,-16.873954,420,'Hverfjall',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2443293303',65.721275,-16.793541,592,'Leirhnjúkur',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('458227223',65.737747,-16.827623,0,'Krafla',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1800827227',64.265900,-16.645660,1760,'Esjufjöll',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2285355058',64.653021,-16.651118,0,'Kverkfjöll',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('4369410929',64.797510,-15.561550,1833,'Snæfell',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('308855341',65.030438,-16.746886,0,'Askja',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3052446913',65.065708,-16.729166,0,'Vikraborgir',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('270951619',65.717102,-16.753103,0,'Viti',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2281209829',70.842274,-9.003442,0,'Sor-Jan',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3750696998',70.907144,-8.846913,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3750697468',70.996655,-8.312539,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3750697460',70.988395,-8.286208,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1809950977',70.996999,-8.296267,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3750697467',70.991300,-8.268304,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3750697591',71.071752,-8.386608,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1110343685',71.081094,-8.179007,2277,'Beerenberg',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3721799072',-46.942508,37.722347,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3384124237',-46.833366,37.684763,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3384124267',-46.960759,37.816058,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3384124266',-46.951459,37.822172,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3721798709',-46.908671,37.838346,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3384124241',-46.905837,37.770229,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3384124240',-46.888418,37.813741,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3384124239',-46.883284,37.830523,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3384124238',-46.862088,37.818176,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1261020394',-52.996990,73.286898,705,'Mount Dixon',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('698235805',-53.096959,73.522203,2745,'Big Ben',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3829594386',-25.865013,17.783115,0,'Brukkaros Crater',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('1657280581',-17.974452,12.458720,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3851819120',-21.383783,14.197137,0,'Messum Crater',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('339324324',-11.765872,43.364289,2361,'Karthala',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3264285281',-11.473757,43.330380,1087,'La Grill',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3318996959',-13.319850,48.480044,214,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3318988402',-12.601765,49.152078,1475,'Ambre-Bobaomby',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('366511368',3.358102,8.539262,2261,'Pico Gran Caldera',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3315322419',3.363207,8.629452,2009,'Pico Biaó',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('667677557',3.588594,8.762531,3011,'Pico Basilé',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('619628767',4.218027,9.173363,4095,'Mont Cameroun',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('321482098',12.878605,23.580758,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('322504569',14.339019,23.049775,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('322501669',15.060801,22.313176,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('3103854850',15.067415,22.270855,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('322502322',15.086825,22.304936,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('322502790',15.035935,22.403984,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('322502678',15.051849,22.436772,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('322502622',15.052513,22.441063,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('322501795',15.234286,22.180310,0,'volcano',3);
